Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerGrowthScore,PromotionDelayCategory,TrainingNeedIndicator,CareerStage,HighPromotionGap,CareerCluster,PC1,PC2,HC_Cluster,CareerClusterName
35,0,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,No,19,3,4,0,11,3,1,11,8,3,3,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.2727272727272727,10.9,Moderate,0,Senior,0,1,0.775239904041725,1.0330823413856887,2,Stable Contributors
23,0,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,97,3,2,Laboratory Technician,3,Single,2272,24812,0,No,14,3,2,0,5,2,3,4,3,1,2,0.25,0.75,0.5,0.5,9.4,Recent,0,Mid,0,0,-0.5372934440244378,-0.4413625671382829,2,Fast-track Performers
40,1,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,0,15,3,1,5,4,1,0,0.2,0.8,0.6,0.0,8.4,Recent,0,Mid,0,0,-1.1343861394890988,-0.5702308969986971,2,Fast-track Performers
34,0,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,0,10,3,3,10,9,8,6,0.8,0.9,0.3,0.6,5.4,Critical,0,Senior,1,1,2.8308202840405987,-0.8392942301124989,1,Stable Contributors
31,1,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,No,12,3,1,0,7,2,1,7,2,7,7,1.0,0.2857142857142857,0.2857142857142857,1.0,1.1999999999999993,Critical,0,Senior,1,1,1.802780550957023,-2.943358500075238,1,Stable Contributors
50,0,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9,0.40625,0.1875,0.0625,0.28125,1.3000000000000007,Critical,0,Veteran,1,1,4.499034983420335,0.8832232761465373,1,Stable Contributors
34,0,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,1,12,4,3,11,10,5,7,0.4545454545454545,0.9090909090909092,0.3636363636363636,0.6363636363636364,7.5,Delayed,0,Senior,1,1,1.9625426040397138,-0.465987624897093,1,Stable Contributors
42,0,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,1,4,3,3,1,0,0,0,0.0,0.0,3.0,0.0,9.4,Recent,0,Early,0,0,-3.4864230143819817,-0.12606014383245284,2,Fast-track Performers
37,0,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,No,17,3,1,0,10,2,3,10,8,3,7,0.3,0.8,0.2,0.7,7.699999999999999,Moderate,0,Senior,0,1,1.6457510162007802,-0.1407574867044151,1,Stable Contributors
29,0,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,No,13,3,3,1,9,3,3,7,7,0,7,0.0,1.0,0.4285714285714285,1.0,11.3,Recent,0,Senior,0,1,0.7385416091688156,0.6063100303563745,1,Stable Contributors
33,0,Travel_Rarely,575,Research & Development,25,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,No,13,3,4,0,5,2,3,5,3,0,2,0.0,0.6,0.4,0.4,10.3,Recent,0,Mid,0,0,-0.9568361001581106,0.2768956669762433,2,Fast-track Performers
45,0,Travel_Rarely,950,Research & Development,28,3,Technical Degree,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3,0.0,0.8,0.6,0.6,11.0,Recent,0,Mid,0,0,-0.8195601788653379,-0.0076889087697519795,2,Fast-track Performers
42,0,Travel_Frequently,288,Research & Development,2,3,Life Sciences,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,1,24,3,1,20,8,13,9,0.65,0.4,0.15,0.45,0.4000000000000003,Critical,0,Veteran,1,1,4.163404399270349,-0.5827823640108064,1,Stable Contributors
40,0,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1,0.875,0.5,0.625,0.125,6.199999999999999,Critical,0,Senior,1,0,0.4288977104601205,-1.0274659655672875,2,Fast-track Performers
33,0,Travel_Rarely,589,Research & Development,28,4,Life Sciences,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,1,15,3,3,15,14,5,7,0.3333333333333333,0.9333333333333332,0.2,0.4666666666666667,6.199999999999999,Delayed,0,Veteran,1,1,2.8912543842844656,0.24500907682900824,1,Stable Contributors
40,0,Travel_Rarely,898,Human Resources,6,2,Medical,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7,0.3333333333333333,0.3333333333333333,0.0952380952380952,0.3333333333333333,9.1,Critical,0,Veteran,1,1,2.4811828989962565,1.6667330736430073,1,Stable Contributors
24,0,Travel_Rarely,350,Research & Development,21,2,Technical Degree,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0,0.0,1.0,3.0,0.0,9.4,Recent,0,Early,0,0,-2.6906610852465658,-0.690958979409046,2,Fast-track Performers
40,0,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,1.0,1.0,1.0,1.0,8.8,Moderate,0,Early,0,0,0.2174408826951968,-2.177800641227495,1,Fast-track Performers
45,0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7,0.7,0.8,0.4,0.7,7.199999999999999,Critical,0,Senior,1,1,2.4274979430235986,-0.2195050994455268,1,Stable Contributors
35,0,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,0.8,0.6,1.0,0.4,9.3,Delayed,0,Mid,0,0,-0.4483210173243911,-1.1110483035137093,2,Fast-track Performers
32,0,Travel_Rarely,824,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,No,12,3,1,1,12,2,3,7,1,2,5,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.7142857142857143,8.2,Moderate,0,Senior,0,0,-0.201452957057818,-0.2158250847104622,2,Fast-track Performers
36,0,Travel_Rarely,1157,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,10.1,Recent,0,Mid,0,0,-1.0644910211685474,-0.8666062724864251,2,Fast-track Performers
48,0,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,0.875,0.875,0.25,0.875,3.4000000000000004,Critical,0,Senior,1,1,2.7156505116406624,-2.0330904577785094,1,Stable Contributors
29,0,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,0.0,0.0,2.0,0.0,8.8,Recent,0,Early,0,0,-3.0628626411032145,-0.3270230036635715,2,Fast-track Performers
33,0,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,1.0,1.0,3.0,1.0,12.3,Moderate,0,Early,0,0,-0.910529592923508,-1.1186973727831109,2,Fast-track Performers
30,1,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,0.6,0.8,0.4,0.7,6.1,Delayed,0,Senior,1,1,2.1323599059576464,-0.616577045826819,1,Stable Contributors
38,0,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,0.1666666666666666,0.5,0.3333333333333333,0.3333333333333333,9.1,Recent,0,Mid,0,0,-0.6716306265471131,-0.022891058767054523,2,Fast-track Performers
35,0,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,0.3333333333333333,0.0,1.0,0.6666666666666666,8.9,Recent,0,Mid,0,0,-1.6604532781459016,-0.7322972315332461,2,Fast-track Performers
30,0,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,0.25,0.5,0.75,0.75,12.2,Recent,0,Mid,0,0,-0.6867953225985367,0.5689253678120191,2,Fast-track Performers
35,1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,0.0,0.0,2.0,0.0,8.2,Recent,0,Early,0,0,-3.0197047444700273,-0.41577770866222236,2,Fast-track Performers
53,1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9,0.0303030303030303,0.2121212121212121,0.1212121212121212,0.2727272727272727,13.6,Recent,0,Veteran,0,1,1.8049780879774848,3.760769348637702,1,Stable Contributors
38,1,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,0.2,0.4,0.4,0.8,9.1,Recent,0,Mid,0,0,-0.3721069728049382,-0.23748169404016434,2,Fast-track Performers
32,0,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,0.1666666666666666,0.8333333333333334,0.5,0.3333333333333333,10.4,Recent,0,Mid,0,0,-0.4216611859982542,0.21285150681090179,2,Fast-track Performers
48,0,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,0.875,0.25,0.375,0.75,2.1999999999999997,Critical,0,Senior,1,1,1.3191376418583416,-2.32586560066553,1,Stable Contributors
34,0,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,0.0,0.0,4.0,0.0,10.3,Recent,0,Early,0,0,-3.9315623359773424,0.11928006849799133,2,Fast-track Performers
55,0,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,0.0555555555555555,0.1666666666666666,0.0833333333333333,0.3611111111111111,17.1,Moderate,0,Veteran,0,1,2.702585034685776,5.186746675319995,1,Stable Contributors
34,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,1.0,1.0,1.5,0.5,9.7,Moderate,0,Early,0,0,-0.5208125063380797,-1.7089920372449732,1,Fast-track Performers
26,0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,0.0,0.0,5.0,0.0,13.1,Recent,0,Early,0,0,-4.513368330244462,0.6456768466574954,2,Fast-track Performers
38,0,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.7777777777777778,4.1,Critical,0,Senior,1,1,2.6390349412577745,-1.5015895251222415,1,Stable Contributors
38,0,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,12.2,Recent,0,Mid,0,0,-1.3556491042891652,0.14677575133394907,2,Fast-track Performers
36,0,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,0.0,0.0,5.0,0.0,13.3,Recent,0,Early,0,0,-4.337317339395853,1.0918960816800622,2,Fast-track Performers
29,0,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,0.1,0.9,0.3,0.5,8.8,Recent,0,Senior,0,1,0.7366462160133448,0.10170189319577672,1,Stable Contributors
35,0,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,0.0,0.4,0.8,0.8,12.6,Recent,0,Mid,0,0,-1.1167905226938,0.8964611500598363,2,Fast-track Performers
39,0,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,1.0,0.8571428571428571,0.4285714285714285,0.8571428571428571,6.1,Critical,0,Senior,1,1,2.361213284023286,-1.3722870269939038,1,Stable Contributors
29,0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,0.1666666666666666,0.6666666666666666,0.0,0.5,7.9,Recent,1,Mid,0,0,0.09253190222324302,-0.5851184709699299,2,Fast-track Performers
50,0,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,0.0,0.0,2.0,0.0,16.6,Recent,0,Early,0,0,-2.862167471762631,2.493325494744285,2,Fast-track Performers
23,0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,1.0,1.0,1.0,1.0,6.6,Moderate,0,Early,0,0,0.1852495472905456,-2.9198688929122305,1,Fast-track Performers
36,0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,0.0,0.6666666666666666,1.0,0.6666666666666666,11.3,Recent,0,Mid,0,0,-1.2949629477332392,0.22594501440884934,2,Fast-track Performers
42,0,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,0.0,0.0,2.0,1.0,18.2,Recent,0,Early,0,0,-2.1821788946586134,2.273459239607606,2,Fast-track Performers
35,0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,0.6,0.9,0.3,0.8,5.699999999999999,Delayed,0,Senior,1,1,2.615099602630041,-0.8377245961320969,1,Stable Contributors
34,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,0.875,0.25,0.375,0.875,4.4,Critical,0,Senior,1,1,1.550331168930819,-1.5919739274164948,1,Stable Contributors
40,0,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,0.2,0.8,0.4,0.4,9.5,Recent,0,Mid,0,0,-0.40063853169816455,-0.23331810245528947,2,Fast-track Performers
43,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,0.0,0.6666666666666666,0.0,0.3333333333333333,6.2,Recent,1,Mid,0,0,-0.429911825160041,-0.9510953022739368,2,Fast-track Performers
35,0,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,0.0,0.0,5.0,1.0,11.8,Recent,0,Early,0,0,-3.624783252746707,-0.003170482639327899,2,Fast-track Performers
46,0,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,0.0,0.0,0.1923076923076923,0.4615384615384615,17.5,Recent,0,Veteran,0,1,0.5755852939247503,4.496148346824568,1,Stable Contributors
28,1,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,0.0,1.0,3.0,0.0,9.7,Recent,0,Early,0,0,-2.712240033563159,-0.6465816269097209,2,Fast-track Performers
22,0,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,0.25,0.5,0.5,0.75,7.4,Recent,0,Mid,0,0,-0.5840262711699203,-1.1212896699557466,2,Fast-track Performers
50,0,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,0.4,0.2666666666666666,0.1,0.4333333333333333,3.5,Critical,0,Veteran,1,1,4.860206940197321,1.5113786560834437,1,Stable Contributors
32,0,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,0.0,0.6666666666666666,1.0,0.6666666666666666,9.7,Recent,0,Mid,0,0,-1.3703121797710773,-0.4273685322772355,2,Fast-track Performers
44,0,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,0.0454545454545454,0.3181818181818182,0.1818181818181818,0.4545454545454545,17.4,Recent,0,Veteran,0,1,1.5078582587339824,4.461431327748299,1,Stable Contributors
30,0,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,0.1666666666666666,0.6666666666666666,0.5,0.1666666666666666,8.2,Recent,0,Mid,0,0,-0.9087224936078441,-0.4460274439629595,2,Fast-track Performers
45,0,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,0.1,0.7,0.3,0.4,10.4,Recent,0,Senior,0,0,0.2659819278002959,0.7759072024819312,2,Fast-track Performers
45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,0.4,0.7,0.2,0.5,6.5,Delayed,0,Senior,0,1,1.3699266862838686,-0.497051303460126,1,Stable Contributors
31,0,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,0.0,0.4,0.6,0.6,11.3,Recent,0,Mid,0,0,-1.1511310594272353,0.6015453839958621,2,Fast-track Performers
36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,9.2,Recent,0,Mid,0,0,-0.9849706179380363,-0.6112260320503644,2,Fast-track Performers
34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.2222222222222222,4.300000000000001,Critical,0,Senior,1,1,1.48734742928796,-1.4471272083781879,1,Stable Contributors
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.4444444444444444,8.4,Recent,0,Senior,0,0,0.04546125697392056,-0.05581250703972401,1,Fast-track Performers
39,0,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,1.0,1.0,0.4285714285714285,1.0,4.300000000000001,Critical,0,Senior,1,1,2.722663753780792,-2.1115674904533037,1,Stable Contributors
27,0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,0.0,1.0,0.4285714285714285,1.0,9.1,Recent,0,Senior,0,1,0.7063502737641645,-0.1357582213283609,1,Stable Contributors
35,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,0.0625,0.9375,0.125,0.625,9.1,Recent,0,Veteran,0,1,2.742892262511145,1.2573567983354297,1,Stable Contributors
28,0,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,0.0,0.6,1.0,0.0,15.1,Recent,0,Mid,0,0,-2.1690226260144416,1.5278160105720926,2,Fast-track Performers
21,0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,1.0,1.0,1.0,1.0,6.800000000000001,Moderate,0,Early,0,0,0.17086358174614985,-2.8902839912460134,1,Fast-track Performers
18,1,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,0.0,0.0,0.0,0.0,8.2,Recent,0,Early,0,0,-2.438395270065095,-0.3749728347938941,2,Fast-track Performers
47,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,0.2,0.4,0.4,0.0,15.1,Recent,0,Mid,0,0,-1.2327521028432826,2.0864011463401506,2,Fast-track Performers
39,0,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,0.0,0.8,0.3,0.7,11.5,Recent,0,Senior,0,1,0.7309707433060503,1.1220425296839966,1,Stable Contributors
40,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,0.7777777777777778,0.8333333333333334,0.1111111111111111,0.6666666666666666,-1.6999999999999993,Critical,0,Veteran,1,1,6.039759267702986,-1.2426142863558676,1,Stable Contributors
35,0,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,0.1428571428571428,0.7857142857142857,0.3571428571428571,0.6428571428571429,11.2,Moderate,0,Senior,0,1,1.7262718763101808,1.607307221548127,1,Stable Contributors
37,0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,0.0,0.75,0.5,0.5,10.7,Recent,0,Mid,0,0,-0.9115491674242611,0.13644390959004526,2,Fast-track Performers
39,0,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.8888888888888888,7.300000000000001,Moderate,0,Senior,0,1,0.79035911577689,-0.2758170621426797,2,Stable Contributors
45,0,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,0.3,0.7,0.3,0.9,8.9,Moderate,0,Senior,0,1,1.6513819658007374,0.21263155410411927,1,Stable Contributors
38,0,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,0.0,0.8,1.2,0.4,16.9,Recent,0,Mid,0,0,-1.4799013442084663,2.1926088631217993,2,Fast-track Performers
35,1,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,0.4615384615384615,0.9230769230769232,0.2307692307692307,0.0,7.699999999999999,Delayed,0,Senior,1,1,1.6882507269228124,0.3152721447959986,1,Stable Contributors
37,0,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,0.875,0.5,0.25,0.875,1.0999999999999996,Critical,0,Senior,1,1,2.0934440561553216,-2.7056512433406517,1,Stable Contributors
40,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,0.75,0.5,0.5,0.75,9.5,Moderate,0,Mid,0,0,0.20728889812243498,-0.7483887675436073,1,Fast-track Performers
44,0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,0.0,0.7,0.3,0.2,11.1,Recent,0,Senior,0,0,-0.3321358484055035,1.0524657818940144,2,Fast-track Performers
48,0,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,1.0,1.0,1.5,1.0,15.5,Moderate,0,Early,0,0,-0.10266906990399619,-0.2180958963751336,2,Fast-track Performers
